Code,Part no,Partcode,Desc,Plan-IT FC,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,Total Qty,Sales Trend,L12 M sales,L6 M Sales,L3 M Sales,Max,Trend,Monthly FC  L6 M,FC Variance,% Variance,Trend
VO,23804500,VO23804500,VALVE HOUSING,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23809622,VO23809622,V-RIBBED BELT,,,3,10,5,4,12,19,10,1,4,9,9,86,, 7 , 9 , 7 , 9 , 1.00 , 9.00 , 9.00 , 100.0% ▲, Moderate Trend
VO,23811712,VO23811712,OIL FILLER PIPE,,,,1,,,,,1,0,1,1,1,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23815074,VO23815074,SEALING RING,,,,,,,,,2,,,,2,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23816756,VO23816756,ALTERNATOR,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23816802,VO23816802,ANTI-ROLL BAR,,,,,,,1,,1,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23818596,VO23818596,CONNECTOR KIT,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23821052,VO23821052,BELT TENSIONER,,,3,9,4,2,12,10,7,,4,6,4,61,, 5 , 5 , 5 , 5 , 1.00 , 5.00 , 5.00 , 100.0% ▲, Moderate Trend
VO,23821063,VO23821063,BELT TENSIONER,,,3,8,4,3,12,10,7,,4,6,4,61,, 5 , 5 , 5 , 5 , 1.00 , 5.00 , 5.00 , 100.0% ▲, Moderate Trend
VO,23823960,VO23823960,OIL FILTER KIT,,2,,2,2,,,,2,,,28,20,56,, 5 , 8 , 16 , 16 , 3.20 , 8.00 , 8.00 , 100.0% ▲, Upward Trend
VO,23825903,VO23825903,FILTER,,1,9,10,18,14,13,6,8,11,14,4,10,118,, 10 , 9 , 9 , 10 , 0.90 , 9.00 , 9.00 , 100.0% ▲, Moderate Trend
VO,23832909,VO23832909,GRILLE,,,1,1,,1,,,1,0,,1,,5,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23834262,VO23834262,SNAP RING,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23834378,VO23834378,NOISE SHIELD,,,,1,0,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23834383,VO23834383,NOISE SHIELD,,1,,1,1,,1,,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23834385,VO23834385,NOISE SHIELD,,1,,1,1,,1,,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23834388,VO23834388,LINK ROD,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23836529,VO23836529,STARTER MOTOR,,,,,,2,,1,2,,1,2,1,9,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,23837274,VO23837274,SENSOR,,,,,,,,,2,,,1,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23838779,VO23838779,COOLING COIL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23841141,VO23841141,HOSE,,1,3,2,2,6,1,2,4,4,2,1,6,34,, 3 , 3 , 3 , 3 , 1.00 , 3.00 , 3.00 , 100.0% ▲, Moderate Trend
VO,23842107,VO23842107,MOUNTING KIT,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23844796,VO23844796,PIPE,,,,,,,,,6,,,,,6,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23847298,VO23847298,HOSE,,1,,2,1,1,,,,,1,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,23859341,VO23859341,SEALING RING,,,,,2,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23861995,VO23861995,FUEL FILTER,,3,5,2,4,8,1,3,4,4,4,5,2,45,, 4 , 4 , 4 , 4 , 1.00 , 4.00 , 4.00 , 100.0% ▲, Moderate Trend
VO,23861998,VO23861998,FUEL FILTER,,20,3,6,19,4,13,7,28,12,1,2,2,117,, 10 , 9 , 2 , 10 , 0.20 , 9.00 , 9.00 , 100.0% ▲, Downward Trend
VO,23865798,VO23865798,HOSE,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23867570,VO23867570,SERVICE KIT,,1,,1,,,,,1,2,,,,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23871482,VO23871482,CONTROL VALVE,,,,1,,,,,5,1,1,1,0,9,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,23871484,VO23871484,CONTROL VALVE,,,,1,,,,1,,1,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23872083,VO23872083,SENSOR,,,,,,,,1,,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23873996,VO23873996,INJECTOR KIT,,,2,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23875437,VO23875437,RADIATOR,,,3,1,,,1,2,3,1,,,,11,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23877093,VO23877093,BEARING HOUSING,,1,,,,,1,,1,0,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23877099,VO23877099,BEARING HOUSING,,1,,,,,,,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23878634,VO23878634,WIRES,,,,,,,,1,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23880105,VO23880105,FUEL FILTER,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23883077,VO23883077,FAN SHROUD,,,,1,0,1,1,,2,0,,2,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,23888977,VO23888977,BUSHING,,,,,,,,,,16,,,,16,, 1 , 3 , -   , 3 , -   , 3.00 , 3.00 , 100.0% ▲, Downward Trend
VO,23889354,VO23889354,HOSE,,1,4,,2,,1,1,3,,1,2,3,18,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,23896921,VO23896921,SEALING RING,,,,,3,,,,,,,1,1,5,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,23897051,VO23897051,ACCELERATOR PEDAL,,,,,2,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23899645,VO23899645,INJECTOR KIT,,,,,,4,1,3,,,,1,1,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,23900111,VO23900111,CABLE,,,1,,,2,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23905955,VO23905955,HOSE,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23933421,VO23933421,MIXING CHAMBER,,,,1,0,,1,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23937503,VO23937503,SENSOR,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23941374,VO23941374,BRACKET,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23943414,VO23943414,CRANKSHAFT,,,,,,,,,,,1,1,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,23943601,VO23943601,AIR SPRING,,,,1,,1,,,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23949026,VO23949026,VALVE BRIDGE,,,,1,,,,,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23953256,VO23953256,TUBE,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23955603,VO23955603,FUSE AND RELAY CENTRE,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23956516,VO23956516,VALVE INSERT,,,,,1,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23956542,VO23956542,VALVE INSERT,,3,,,,,,,,,,,2,5,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,23957929,VO23957929,SHAFT,,,,,,,,,,,,8,4,12,, 1 , 2 , 4 , 4 , 4.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,23959585,VO23959585,COOLANT PUMP,,,,1,,,2,2,1,3,1,1,1,12,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,23960136,VO23960136,HOSE,,1,1,,1,4,5,4,4,,,9,2,31,, 3 , 3 , 4 , 4 , 1.30 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,23960708,VO23960708,SHOCK ABSORBER,,2,,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23960709,VO23960709,SHOCK ABSORBER,,,,,,1,,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23960710,VO23960710,SHOCK ABSORBER,,,,,,,,1,,,,,1,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23960712,VO23960712,SHOCK ABSORBER,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23960918,VO23960918,LEVEL SENSOR,,,,,1,,,,1,1,1,1,,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,23961551,VO23961551,V-RIBBED BELT,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23962430,VO23962430,REAR-VIEW MIRROR,,,,,,,,,,,,1,1,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,23962435,VO23962435,REAR-VIEW MIRROR,,,,,,,,,,,,2,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,23981350,VO23981350,GASKET,,2,1,,,,1,1,,,,2,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,23986463,VO23986463,AIR VENT PIPE,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23991071,VO23991071,FILTER,,1,,2,,,2,,1,4,4,13,13,40,, 3 , 6 , 10 , 10 , 3.30 , 6.00 , 6.00 , 100.0% ▲, Upward Trend
VO,23991734,VO23991734,MAGNETIC PLUG,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23991740,VO23991740,PLUG,,,2,2,,,,,,,,2,,6,, 1 , -   , 1 , 1 , 1.00 , -   , -   , ►, Moderate Trend
VO,23993587,VO23993587,HORN,,5,5,8,7,3,7,10,6,3,11,9,5,79,, 7 , 7 , 8 , 8 , 1.10 , 7.00 , 7.00 , 100.0% ▲, Moderate Trend
VO,23993615,VO23993615,HORN,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,23995586,VO23995586,NEUTRALIZING AGENT,,,50,,50,,50,,,100,,50,,300,, 25 , 25 , 17 , 25 , 0.70 , 25.00 , 25.00 , 100.0% ▲, Downward Trend
VO,24003051,VO24003051,SYNCHRONIZER RING,,,,,,,,,,,,,2,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24003153,VO24003153,LOCK PIN,,2,1,2,,3,,1,,,2,2,0,13,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24008874,VO24008874,ALTERNATOR,,,,,,1,2,2,2,,,,,7,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24011167,VO24011167,CONNECTOR,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24014424,VO24014424,BRACKET,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24015361,VO24015361,REAR-VIEW MIRROR,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24015411,VO24015411,BRACKET,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24015413,VO24015413,BRACKET,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24016649,VO24016649,V-RIBBED BELT,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24017079,VO24017079,FAN,,,,,,-1,1,,,,,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24019067,VO24019067,HOSE,,,2,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24039046,VO24039046,TURBOCHARGER,,,,1,,,,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24041781,VO24041781,ALTERNATOR,,,,,,,,1,,,,1,1,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24047642,VO24047642,ADBLUE TANK,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24056449,VO24056449,HEADLAMP,,,,1,,,2,3,1,1,1,,,9,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24056461,VO24056461,HEADLAMP,,,,,,,2,,3,1,,1,1,8,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24059005,VO24059005,AIR SPRING,,,,,,1,,,3,3,,,4,11,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24062486,VO24062486,AIR SPRING,,1,2,1,,,,,,,1,,,5,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24063140,VO24063140,REAR-VIEW MIRROR,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24063141,VO24063141,REAR-VIEW MIRROR,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24063259,VO24063259,REAR-VIEW MIRROR,,,,,,,,1,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24063261,VO24063261,REAR-VIEW MIRROR,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24066977,VO24066977,WHEEL STUD,,,,,,,,4,,,,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24070789,VO24070789,COOLANT PUMP,,,,,1,-2,2,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24073013,VO24073013,TUBE,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24073047,VO24073047,BOWL,,,,,,1,,,,,2,,,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24075964,VO24075964,WHEEL STUD,,3,,1,1,2,,20,1,,9,,20,57,, 5 , 8 , 10 , 10 , 2.00 , 8.00 , 8.00 , 100.0% ▲, Upward Trend
VO,24075971,VO24075971,WHEEL STUD,,2,4,1,6,,6,1,4,,,4,1,29,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24075977,VO24075977,WHEEL STUD,,,,10,10,,,,10,,3,,1,34,, 3 , 2 , 1 , 3 , 0.30 , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,24076067,VO24076067,WHEEL STUD,,38,35,27,30,42,20,16,15,,4,13,6,246,, 21 , 9 , 8 , 21 , 0.40 , 9.00 , 9.00 , 100.0% ▲, Downward Trend
VO,24084450,VO24084450,PIPE,,1,,1,1,1,,,2,,,3,1,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24108635,VO24108635,HEAT SHIELD,,1,,1,,1,,,1,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24111100,VO24111100,FILTER,,5,11,16,18,20,16,11,21,20,22,23,18,201,, 17 , 19 , 21 , 21 , 1.20 , 19.00 , 19.00 , 100.0% ▲, Upward Trend
VO,24111827,VO24111827,LATCH,,4,,,,1,,,,,1,1,,7,, 1 , -   , 1 , 1 , 1.00 , -   , -   , ►, Moderate Trend
VO,24112448,VO24112448,LATCH,,1,,,,,,1,,,1,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24112607,VO24112607,DOOR LOCK,,,,,,1,-1,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24113820,VO24113820,ROLLER BEARING,,,,,,,,,,,,5,4,9,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24118185,VO24118185,PRESSURE SENSOR,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24118272,VO24118272,SEALING STRIP,,,,1,1,,,,,,2,,,4,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24120807,VO24120807,CURTAIN RAIL,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24124130,VO24124130,CAMSHAFT BEARING KIT,,,,6,,,,,,,6,1,12,25,, 2 , 3 , 6 , 6 , 3.00 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,24124132,VO24124132,CAMSHAFT BEARING KIT,,,,1,,,,,,,1,1,,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24124156,VO24124156,THRUST WASHER KIT,,,,2,,,,1,6,,2,1,,12,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24126249,VO24126249,SERVO PIPE,,,,,,1,,,,,1,1,,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24129158,VO24129158,FAN HUB,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24136412,VO24136412,OIL FILTER KIT,,,2,,,,,,,,,,1,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24137737,VO24137737,FILTER KIT,,26,28,42,20,11,20,64,77,21,24,25,21,379,, 32 , 39 , 23 , 39 , 0.70 , 39.00 , 39.00 , 100.0% ▲, Downward Trend
VO,24137738,VO24137738,FILTER KIT,,1,,,1,,,,1,,,,2,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24139894,VO24139894,TELEMATICS CONTROL,,,,,0,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24141258,VO24141258,TCM5 KIT,,,,,,,,,,1,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24142095,VO24142095,VALVE BLOCK WIRING KIT,,,,,,,,,,,2,,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24142101,VO24142101,SENSOR CLUSTER KIT,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24142115,VO24142115,GEAR SELECTOR ROD KIT,,,,,,,,,1,1,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24143016,VO24143016,SUPPORT FRAME,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24143920,VO24143920,LAMP,,,3,,,,,,4,2,1,,,10,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24145045,VO24145045,HEAT SHIELD,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24145125,VO24145125,SOLENOID VALVE,,,,,,,,,,,,10,4,14,, 1 , 2 , 5 , 5 , 5.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24145685,VO24145685,WIRES,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24145948,VO24145948,HEADLAMP PANEL,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24147229,VO24147229,CONTROL VALVE,,,,,,,,,6,,1,2,1,10,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24149906,VO24149906,SEALING KIT,,,,6,4,1,2,4,5,7,3,1,1,34,, 3 , 4 , 2 , 4 , 0.70 , 4.00 , 4.00 , 100.0% ▲, Downward Trend
VO,24152701,VO24152701,COVER,,,,1,1,,,,,,,,1,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24157502,VO24157502,CLUTCH,,1,,1,,-1,1,,1,1,1,,2,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24159336,VO24159336,HEADLAMP,,,,,,,,1,,,,,1,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24159339,VO24159339,HEADLAMP,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24159484,VO24159484,LAMP,,,,,,,,,,,,3,0,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24159486,VO24159486,LAMP,,,,,,,,,,,,2,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24160484,VO24160484,FAN CLUTCH,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24167630,VO24167630,PIPE,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24170836,VO24170836,GASKET,,2,1,,,,1,1,,1,,3,3,12,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,24171567,VO24171567,TUBE,,,,2,,,,,2,0,,2,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24175655,VO24175655,FOOTSTEP,,,,,,,,,,,2,1,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24175662,VO24175662,FOOTSTEP,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24175790,VO24175790,FOOTSTEP,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24175792,VO24175792,FOOTSTEP,,,,1,,1,,,1,0,1,1,,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24176787,VO24176787,BRACKET,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24176788,VO24176788,BRACKET,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24181228,VO24181228,FAN,,,,,,,2,,2,,2,,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24183805,VO24183805,EXHAUST PIPE,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24185461,VO24185461,PLATE,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24186297,VO24186297,REMOTE CONTROL,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24189495,VO24189495,INDICATOR LAMP,,,,1,,,,,2,0,2,1,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24189496,VO24189496,INDICATOR LAMP,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24196284,VO24196284,HOSE,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24201573,VO24201573,BELT TENSIONER,,1,,1,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24214706,VO24214706,POWER STEERING PUMP,,1,,,,,,,2,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24225150,VO24225150,FUEL FILTER,,20,3,6,20,4,13,7,28,12,1,4,2,120,, 10 , 9 , 2 , 10 , 0.20 , 9.00 , 9.00 , 100.0% ▲, Downward Trend
VO,24225152,VO24225152,FUEL FILTER,,3,5,2,3,9,1,3,4,4,4,5,2,45,, 4 , 4 , 4 , 4 , 1.00 , 4.00 , 4.00 , 100.0% ▲, Moderate Trend
VO,24226155,VO24226155,BRAKE PAD KIT,,2,4,,,,4,,,,,1,1,12,, 1 , -   , 1 , 1 , 1.00 , -   , -   , ►, Moderate Trend
VO,24226156,VO24226156,BRAKE PAD KIT,,2,,,,,,,1,1,,2,4,10,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,24226481,VO24226481,HOSE KIT,,,,1,,1,,1,1,0,1,2,0,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24236229,VO24236229,BRACKET,,,,,,,,,2,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24243276,VO24243276,KIT,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24244014,VO24244014,SEAL,,,1,1,,2,1,2,2,0,2,2,,13,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24244016,VO24244016,SEAL,,,1,1,,2,1,1,2,0,2,2,,12,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24247097,VO24247097,MAIN BEARING KIT,,,,3,,,,3,18,,6,3,,33,, 3 , 5 , 3 , 5 , 1.00 , 5.00 , 5.00 , 100.0% ▲, Moderate Trend
VO,24247101,VO24247101,MAIN BEARING KIT,,,,3,,,,3,18,,6,3,,33,, 3 , 5 , 3 , 5 , 1.00 , 5.00 , 5.00 , 100.0% ▲, Moderate Trend
VO,24247105,VO24247105,MAIN BEARING KIT,,,,1,,,,1,6,,2,1,,11,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
